rank,strategy_id,label,folder,asset_key,phase,source,metadata_file,overall_pf,overall_trades,overall_total_r,win_rate_pct,max_drawdown_r,ml_used,model,split_basis,pre_split_pf,pre_split_trades,post_split_pf,post_split_trades,observed_first70_pf,observed_first70_trades,observed_last30_pf,observed_last30_trades,overfit_risk,overfit_notes,variant_id,key_params
34,competition_usd_jpy_asia_range_london_breakout_signalweekdayside_breakendminute_360_breakstartminute_1_83470b07,USDJPY Asia range breakout into London (Wednesday longs),competition_usd_jpy_asia_range_london_breakout_signalweekdayside_breakendminute_360_breakstartminute_1_83470b07,usd_jpy,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,2.188,87,20.16,67.8,2.97,yes,ML scorer,true_pre2022_vs_2022_forward,1.902,40,2.188,87,2.051,61,2.791,26,Medium,ML fit sample under 50 trades,competition_session_edge|family=asia_range_london_breakout_signalweekdayside|break_end=360|break_start=180|direction=breakout|forced_exit=600|range_end=165|range_start=1080|risk_reward=2.5|signal_weekday_side=2_long|managed_exit=bracket,direction=breakout; risk_reward=2.5; family=asia_range_london_breakout_signalweekdayside; break_end=360; break_start=180; forced_exit=600
35,nasdaq_100_futures_round_hundred_rejection_15m,NQ Round Hundred Rejection 15m,nasdaq_100_futures_round_hundred_rejection_15m,nasdaq_100_futures,round_number_rejection,pre_2022_ml_holdout_rebuild_2026_05,machine_learning/selection.json,2.017,53,28.73,45.3,8.00,yes,Decision stump,true_pre2022_vs_2022_forward,0.713,152,2.017,53,2.299,38,1.500,15,Low,forward stronger than fit sample,round_number_rejection|pre_ny|tf=15m|model=stump|min=0.70|step=100|touch=12|sweep=36|reclaim=10|prev_max=13.5|wick=0.38|atr_min=0.15|atr_max=3.5|risk_min=8|risk_max=60|stop=4|rr=3.0|trend=short_only|max_bars=12|one_trade=1,model=stump; tf=15m; rr=3.0; max_bars=12; one_trade=1; min=0.70
36,competition_gbp_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_9b2547fb,GBPUSD US opening-range reversal into the close (October filter),competition_gbp_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_9b2547fb,gbp_usd,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.957,57,7.35,59.6,1.10,yes,ML scorer,true_pre2022_vs_2022_forward,1.166,27,2.515,57,1.866,40,2.132,17,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_month=10|signal_start=570,direction=opposite; entry=930; exit=945; family=us_first30_last30_reversal_signalmonth; min_signal_atr=0.5; signal_end=585
37,competition_usd_cad_us_first30_last30_momentum_signalmonth_direction_same_entryminute_930_exitbarminut_c1317995,USDCAD US opening-range continuation into the close (March filter),competition_usd_cad_us_first30_last30_momentum_signalmonth_direction_same_entryminute_930_exitbarminut_c1317995,usd_cad,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.800,101,16.73,60.4,3.98,yes,ML scorer,true_pre2022_vs_2022_forward,1.021,43,2.637,108,1.487,71,2.851,30,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_momentum_signalmonth|direction=same|entry=930|exit=945|min_signal_atr=0|signal_end=585|signal_month=3|signal_start=570,direction=same; entry=930; exit=945; family=us_first30_last30_momentum_signalmonth; min_signal_atr=0; signal_end=585
38,competition_us_treasury_5y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_1942c62b,ZF US opening-range continuation into the close (Wednesday longs),competition_us_treasury_5y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_1942c62b,us_treasury_5y_note_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.760,76,13.06,60.5,3.49,yes,ML scorer,true_pre2022_vs_2022_forward,2.561,38,2.884,74,2.239,54,1.035,22,Medium,ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_momentum_signalweekdayside|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_weekday_side=2_long,direction=same; entry=930; exit=945; family=us_first30_last30_momentum_signalweekdayside; min_signal_atr=0.5; signal_end=585
39,competition_australian_dollar_futures_us_first30_last30_reversal_signalmonth_direction_opposite_entrym_77aa2b55,6A US opening-range reversal into the close (December filter),competition_australian_dollar_futures_us_first30_last30_reversal_signalmonth_direction_opposite_entrym_77aa2b55,australian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.732,61,6.86,59.0,2.04,yes,ML scorer,true_pre2022_vs_2022_forward,1.372,165,2.361,61,1.677,43,1.868,18,Low,forward stronger than fit sample,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.35|signal_end=585|signal_month=12|signal_start=570,direction=opposite; entry=930; exit=945; family=us_first30_last30_reversal_signalmonth; min_signal_atr=0.35; signal_end=585
40,competition_eur_jpy_daily_tsmom_next_rth_signalmonth_direction_momentum_entryminute_570_exitminute_945_563aa3f1,EURJPY 5-day daily momentum into RTH (June filter),competition_eur_jpy_daily_tsmom_next_rth_signalmonth_direction_momentum_entryminute_570_exitminute_945_563aa3f1,eur_jpy,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.723,68,18.08,63.2,2.99,yes,ML scorer,true_pre2022_vs_2022_forward,1.708,44,2.667,68,1.829,48,1.495,20,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_rth_signalmonth|direction=momentum|entry=570|exit=945|lookback=5|signal_month=6,direction=momentum; entry=570; exit=945; family=daily_tsmom_next_rth_signalmonth; lookback=5; signal_month=6
41,competition_us_treasury_5y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_62e3b6d2,ZF US opening-range continuation into the close (Friday longs),competition_us_treasury_5y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_62e3b6d2,us_treasury_5y_note_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.552,99,10.00,54.5,2.71,yes,ML scorer,true_pre2022_vs_2022_forward,1.383,55,2.215,99,1.516,70,1.620,29,Low,forward stronger than fit sample,competition_session_edge|family=us_first30_last30_momentum_signalweekdayside|direction=same|entry=930|exit=945|min_signal_atr=0.1|signal_end=585|signal_start=570|signal_weekday_side=4_long,direction=same; entry=930; exit=945; family=us_first30_last30_momentum_signalweekdayside; min_signal_atr=0.1; signal_end=585
42,competition_usd_cad_daily_tsmom_next_overnight_signalmonth_direction_momentum_entryminute_945_exitminu_dca02dc1,USDCAD 5-day daily momentum overnight (December filter),competition_usd_cad_daily_tsmom_next_overnight_signalmonth_direction_momentum_entryminute_945_exitminu_dca02dc1,usd_cad,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.548,74,15.19,58.1,6.13,yes,ML scorer,true_pre2022_vs_2022_forward,1.377,44,3.022,74,1.296,52,2.417,22,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_overnight_signalmonth|direction=momentum|entry=945|exit=570|lookback=5|signal_month=12,direction=momentum; entry=945; exit=570; family=daily_tsmom_next_overnight_signalmonth; lookback=5; signal_month=12
43,competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,AUDUSD US opening-range reversal into the close (December filter),competition_aud_usd_us_first30_last30_reversal_signalmonth_direction_opposite_entryminute_930_exitbarm_c8c5223e,aud_usd,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.416,60,4.68,58.3,3.44,yes,ML scorer,true_pre2022_vs_2022_forward,1.556,34,2.357,60,1.673,42,0.997,18,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_reversal_signalmonth|direction=opposite|entry=930|exit=945|min_signal_atr=0.2|signal_end=585|signal_month=12|signal_start=570,direction=opposite; entry=930; exit=945; family=us_first30_last30_reversal_signalmonth; min_signal_atr=0.2; signal_end=585
44,competition_new_zealand_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exi_7ad85d81,6N NY open gap fade (February filter),competition_new_zealand_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exi_7ad85d81,new_zealand_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.331,79,11.07,57.0,4.86,yes,ML scorer,true_pre2022_vs_2022_forward,1.093,28,2.070,79,1.359,56,1.267,23,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=660|min_gap_atr=0.1|signal_month=2,direction=fade; entry=570; exit=660; family=ny_open_gap_fade_signalmonth; min_gap_atr=0.1; signal_month=2
45,competition_crude_oil_futures_overnight_close_to_open_bias_signalmonth_entry_prior_rth_close_exit_ny_o_315d7644,CL overnight long close-to-open bias (January filter),competition_crude_oil_futures_overnight_close_to_open_bias_signalmonth_entry_prior_rth_close_exit_ny_o_315d7644,crude_oil_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.309,102,13.62,56.9,4.98,yes,ML scorer,true_pre2022_vs_2022_forward,1.312,176,3.232,102,1.387,72,1.141,30,Low,forward stronger than fit sample,competition_session_edge|family=overnight_close_to_open_bias_signalmonth|side=long|signal_month=1,family=overnight_close_to_open_bias_signalmonth; side=long; signal_month=1
46,competition_nzd_usd_daily_tsmom_next_rth_signalmonth_direction_contrarian_entryminute_570_exitminute_9_183b1d88,NZDUSD 10-day daily mean reversion into RTH (February filter),competition_nzd_usd_daily_tsmom_next_rth_signalmonth_direction_contrarian_entryminute_570_exitminute_9_183b1d88,nzd_usd,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.285,80,9.89,56.2,7.01,yes,ML scorer,true_pre2022_vs_2022_forward,1.165,33,2.382,100,1.348,56,1.152,24,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_rth_signalmonth|direction=contrarian|entry=570|exit=945|lookback=10|signal_month=2,direction=contrarian; entry=570; exit=945; family=daily_tsmom_next_rth_signalmonth; lookback=10; signal_month=2
47,competition_us_treasury_2y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_339e7451,ZT US opening-range continuation into the close (Friday longs),competition_us_treasury_2y_note_futures_us_first30_last30_momentum_signalweekdayside_direction_same_en_339e7451,us_treasury_2y_note_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.271,66,3.98,50.0,3.09,yes,ML scorer,true_pre2022_vs_2022_forward,1.282,42,2.520,66,1.487,47,0.883,19,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=us_first30_last30_momentum_signalweekdayside|direction=same|entry=930|exit=945|min_signal_atr=0.5|signal_end=585|signal_start=570|signal_weekday_side=4_long,direction=same; entry=930; exit=945; family=us_first30_last30_momentum_signalweekdayside; min_signal_atr=0.5; signal_end=585
48,competition_gbp_jpy_daily_tsmom_next_overnight_signalmonth_direction_contrarian_entryminute_945_exitmi_ab520ea7,GBPJPY 20-day daily mean reversion overnight (September filter),competition_gbp_jpy_daily_tsmom_next_overnight_signalmonth_direction_contrarian_entryminute_945_exitmi_ab520ea7,gbp_jpy,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.257,86,9.81,55.8,7.13,yes,ML scorer,true_pre2022_vs_2022_forward,3.219,39,2.016,86,1.096,61,1.776,25,Medium,moderate PF decay,competition_session_edge|family=daily_tsmom_next_overnight_signalmonth|direction=contrarian|entry=945|exit=570|lookback=20|signal_month=9,direction=contrarian; entry=945; exit=570; family=daily_tsmom_next_overnight_signalmonth; lookback=20; signal_month=9
49,competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_1aa4fa28,6A NY open gap fade (October filter),competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_1aa4fa28,australian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.238,65,6.88,55.4,7.09,yes,ML scorer,true_pre2022_vs_2022_forward,1.514,204,2.236,65,1.175,46,1.406,19,Low,forward stronger than fit sample,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=945|min_gap_atr=0.35|signal_month=10,direction=fade; entry=570; exit=945; family=ny_open_gap_fade_signalmonth; min_gap_atr=0.35; signal_month=10
50,competition_eur_chf_daily_tsmom_next_rth_signalmonth_direction_momentum_entryminute_570_exitminute_945_391afa4a,EURCHF 5-day daily momentum into RTH (February filter),competition_eur_chf_daily_tsmom_next_rth_signalmonth_direction_momentum_entryminute_570_exitminute_945_391afa4a,eur_chf,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.221,80,8.10,55.0,4.55,yes,ML scorer,true_pre2022_vs_2022_forward,2.124,37,3.221,94,1.310,56,1.045,24,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=daily_tsmom_next_rth_signalmonth|direction=momentum|entry=570|exit=945|lookback=5|signal_month=2,direction=momentum; entry=570; exit=945; family=daily_tsmom_next_rth_signalmonth; lookback=5; signal_month=2
51,competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_dcd12f25,6A NY open gap fade (February filter),competition_australian_dollar_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exit_dcd12f25,australian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.191,74,6.38,54.1,8.87,yes,ML scorer,true_pre2022_vs_2022_forward,1.396,154,2.596,75,1.367,52,0.861,22,Low,forward stronger than fit sample,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=660|min_gap_atr=0.35|signal_month=2,direction=fade; entry=570; exit=660; family=ny_open_gap_fade_signalmonth; min_gap_atr=0.35; signal_month=2
52,competition_russell_2000_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarmi_801e97d2,RTY NY open gap fade (February filter),competition_russell_2000_futures_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarmi_801e97d2,russell_2000_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.181,59,4.77,54.2,7.42,yes,ML scorer,true_pre2022_vs_2022_forward,1.281,49,2.853,59,1.251,42,1.019,17,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=615|min_gap_atr=0.75|signal_month=2,direction=fade; entry=570; exit=615; family=ny_open_gap_fade_signalmonth; min_gap_atr=0.75; signal_month=2
53,competition_canadian_dollar_futures_overnight_close_to_open_bias_signalmonth_entry_prior_rth_close_exi_31e5e01a,6C overnight short close-to-open bias (October filter),competition_canadian_dollar_futures_overnight_close_to_open_bias_signalmonth_entry_prior_rth_close_exi_31e5e01a,canadian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,1.080,89,3.31,52.8,6.77,yes,ML scorer,true_pre2022_vs_2022_forward,1.296,212,2.850,89,1.112,63,1.009,26,Low,forward stronger than fit sample,competition_session_edge|family=overnight_close_to_open_bias_signalmonth|side=short|signal_month=10,family=overnight_close_to_open_bias_signalmonth; side=short; signal_month=10
54,competition_silver_futures_london_first30_ny_open_momentum_signalweekdayside_direction_same_entryminut_5ce60b39,SI London opening-range continuation into New York (Friday longs),competition_silver_futures_london_first30_ny_open_momentum_signalweekdayside_direction_same_entryminut_5ce60b39,silver_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,0.974,79,-1.05,49.4,10.00,yes,ML scorer,true_pre2022_vs_2022_forward,1.368,215,2.202,80,1.073,56,0.768,23,Low,forward stronger than fit sample,competition_session_edge|family=london_first30_ny_open_momentum_signalweekdayside|direction=same|entry=480|exit=570|min_signal_atr=0.35|signal_end=195|signal_start=180|signal_weekday_side=4_long,direction=same; entry=480; exit=570; family=london_first30_ny_open_momentum_signalweekdayside; min_signal_atr=0.35; signal_end=195
55,competition_gbp_jpy_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_945_ming_297a7a1d,GBPJPY NY open gap fade (January filter),competition_gbp_jpy_ny_open_gap_fade_signalmonth_direction_fade_entryminute_570_exitbarminute_945_ming_297a7a1d,gbp_jpy,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,0.961,86,-1.70,48.8,6.91,yes,ML scorer,true_pre2022_vs_2022_forward,1.287,23,2.075,100,0.970,61,0.939,25,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=ny_open_gap_fade_signalmonth|direction=fade|entry=570|exit=945|min_gap_atr=0.2|signal_month=1,direction=fade; entry=570; exit=945; family=ny_open_gap_fade_signalmonth; min_gap_atr=0.2; signal_month=1
56,competition_gbp_jpy_london_first30_ny_open_reversal_signalmonth_direction_opposite_entryminute_480_exi_d549e3a7,GBPJPY London opening-range reversal into New York (June filter),competition_gbp_jpy_london_first30_ny_open_reversal_signalmonth_direction_opposite_entryminute_480_exi_d549e3a7,gbp_jpy,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,0.901,59,-3.05,47.5,11.07,yes,ML scorer,true_pre2022_vs_2022_forward,1.503,31,2.599,59,1.098,42,0.545,17,Medium,forward stronger than fit sample; ML fit sample under 50 trades,competition_session_edge|family=london_first30_ny_open_reversal_signalmonth|direction=opposite|entry=480|exit=570|min_signal_atr=0.5|signal_end=195|signal_month=6|signal_start=180,direction=opposite; entry=480; exit=570; family=london_first30_ny_open_reversal_signalmonth; min_signal_atr=0.5; signal_end=195
57,competition_canadian_dollar_futures_daily_tsmom_next_overnight_signalmonth_direction_momentum_entrymin_eee85315,6C 5-day daily momentum overnight (December filter),competition_canadian_dollar_futures_daily_tsmom_next_overnight_signalmonth_direction_momentum_entrymin_eee85315,canadian_dollar_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,0.851,82,-6.31,46.3,12.67,yes,ML scorer,true_pre2022_vs_2022_forward,1.461,243,2.327,82,0.727,58,1.265,24,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_signalmonth|direction=momentum|entry=945|exit=570|lookback=5|signal_month=12,direction=momentum; entry=945; exit=570; family=daily_tsmom_next_overnight_signalmonth; lookback=5; signal_month=12
58,competition_gold_futures_daily_tsmom_next_overnight_signalweekdayside_direction_momentum_entryminute_9_c8e1caae,GC 3-day daily momentum overnight (Tuesday longs),competition_gold_futures_daily_tsmom_next_overnight_signalweekdayside_direction_momentum_entryminute_9_c8e1caae,gold_futures,competition_session_edge,competition_session_edge_train_forward_2026,machine_learning/selection.json,0.717,115,-18.96,41.7,24.96,yes,ML scorer,true_pre2022_vs_2022_forward,1.392,311,2.144,116,0.558,81,1.265,34,Low,forward stronger than fit sample,competition_session_edge|family=daily_tsmom_next_overnight_signalweekdayside|direction=momentum|entry=945|exit=570|lookback=3|signal_weekday_side=1_long,direction=momentum; entry=945; exit=570; family=daily_tsmom_next_overnight_signalweekdayside; lookback=3; signal_weekday_side=1_long
